Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,47.259998,47.849998,46.880001,47.66,46.84201,4361700
2019-07-16,47.610001,47.66,46.66,46.990002,46.18351,4876700
2019-07-17,46.919998,47.32,46.43,46.68,45.87883,4791100
2019-07-18,46.450001,46.5,45.490002,45.720001,44.935307,8157700
2019-07-19,46.0,46.110001,45.09,45.139999,44.365261,5514600
2019-07-22,45.330002,45.599998,44.810001,45.57,44.78788,3771800
2019-07-23,45.82,45.93,45.290001,45.919998,45.131874,3774300
2019-07-24,45.709999,46.990002,45.689999,46.860001,46.05574,3664200
2019-07-25,47.360001,47.400002,46.360001,47.189999,46.380077,4354000
2019-07-26,47.48,48.23,47.16,47.990002,47.166351,5839700
2019-07-29,48.0,48.529999,47.080002,48.450001,47.618454,4750900
2019-07-30,48.099998,48.360001,47.5,48.290001,47.461197,4905000
2019-07-31,48.790001,49.93,48.380001,48.740002,47.903481,8712300
2019-08-01,48.93,51.240002,48.810001,50.189999,49.328587,10901800
2019-08-02,49.799999,51.349998,48.650002,49.02,48.178669,9745000
2019-08-05,47.869999,47.950001,45.52,46.099998,45.308781,10855100
2019-08-06,47.450001,47.59,46.380001,46.59,45.790379,7171500
2019-08-07,46.110001,48.23,46.099998,48.099998,47.274456,7468500
2019-08-08,48.41,49.57,47.91,49.330002,48.483349,8935900
2019-08-09,48.759998,49.09,47.110001,48.060001,47.235149,10794000
2019-08-12,47.73,48.349998,46.950001,47.080002,46.271969,6292100
2019-08-13,46.990002,48.369999,46.470001,48.130001,47.303944,5225600
2019-08-14,47.09,47.27,45.0,45.259998,44.483204,9156200
2019-08-15,45.529999,45.73,44.91,45.509998,44.728912,6008900
2019-08-16,45.939999,47.169998,45.790001,46.66,45.859173,5767400
2019-08-19,47.549999,48.299999,47.279999,47.919998,47.097549,5522700
2019-08-20,47.669998,49.040001,47.5,48.799999,47.962444,5831300
2019-08-21,49.099998,49.540001,48.709999,49.040001,48.198326,4001800
2019-08-22,49.290001,49.290001,48.330002,49.080002,48.23764,4001800
2019-08-23,48.599998,49.380001,47.16,47.330002,46.517677,7125400
2019-08-26,47.990002,48.700001,47.529999,48.689999,47.854332,5194400
2019-08-27,50.5,52.220001,49.959999,51.09,50.213142,18223400
2019-08-28,50.630001,50.939999,49.540001,50.209999,49.348244,7232300
2019-08-29,51.0,51.43,50.259998,50.959999,50.085373,6268700
2019-08-30,51.290001,51.41,50.169998,50.599998,49.731548,5891500
2019-09-03,50.48,51.57,50.43,51.060001,50.183655,6268900
2019-09-04,52.060001,53.610001,52.009998,53.5,52.581779,9988100
2019-09-05,55.150002,56.599998,53.77,54.580002,53.643246,11780000
2019-09-06,54.669998,55.009998,54.259998,54.580002,53.643246,7034000
2019-09-09,55.25,55.549999,54.200001,55.189999,54.242771,9138700
2019-09-10,54.75,56.150002,54.279999,56.029999,55.068356,8427500
2019-09-11,56.540001,56.77,54.41,54.91,53.967579,9687300
2019-09-12,56.459999,57.52,55.139999,55.450001,54.498314,10921200
2019-09-13,55.639999,56.02,55.32,55.950001,54.989727,6401800
2019-09-16,55.18,55.939999,55.169998,55.779999,54.822647,6471300
2019-09-17,55.5,55.720001,54.77,55.349998,54.400024,6972100
2019-09-18,55.209999,55.23,54.130001,55.119999,54.173977,5433300
2019-09-19,55.43,55.560001,54.709999,55.009998,54.065861,4565200
2019-09-20,55.040001,55.48,54.52,54.759998,53.820152,7364900
2019-09-23,54.470001,54.740002,53.669998,54.18,53.250111,4502800
2019-09-24,54.610001,54.630001,53.41,53.959999,53.033882,8098400
2019-09-25,53.889999,55.040001,53.580002,54.939999,53.997063,5150700
2019-09-26,54.720001,55.07,54.16,54.220001,53.289425,6563300
2019-09-27,54.209999,54.720001,52.049999,52.330002,51.431858,7800800
2019-09-30,52.599998,53.0,52.310001,52.919998,52.011734,7128800
2019-10-01,53.34,53.549999,52.240002,52.900002,51.992081,9229100
2019-10-02,51.900002,52.540001,50.25,52.25,51.353233,13468300
2019-10-03,52.189999,54.77,52.07,54.07,53.141994,14558300
2019-10-04,54.75,55.490002,54.549999,55.439999,54.488483,8761100
2019-10-07,55.060001,55.889999,54.560001,55.41,54.458996,6538100
2019-10-08,54.75,55.299999,54.099998,54.130001,53.200966,7182300
2019-10-09,53.759998,54.75,53.200001,53.43,52.512985,9050700
2019-10-10,52.93,53.84,51.450001,53.689999,52.768517,8700900
2019-10-11,54.349998,55.380001,54.150002,54.82,53.879124,8627100
2019-10-14,54.349998,55.200001,54.009998,55.009998,54.065861,5936000
2019-10-15,55.150002,55.599998,54.16,55.560001,54.606422,6826700
2019-10-16,55.400002,55.939999,55.139999,55.59,54.635906,5725700
2019-10-17,56.0,56.459999,55.509998,55.59,54.635906,5837200
2019-10-18,55.66,55.689999,53.380001,54.540001,53.603931,8530400
2019-10-21,55.25,55.82,54.73,55.509998,54.557278,5925300
2019-10-22,55.669998,55.720001,54.490002,54.52,53.584274,4353500
2019-10-23,54.560001,55.330002,54.349998,54.799999,53.859467,3341000
2019-10-24,55.18,55.740002,54.619999,55.439999,54.488483,5649100
2019-10-25,56.209999,56.279999,55.02,55.259998,54.311573,6320200
2019-10-28,55.990002,56.18,54.209999,54.560001,53.623589,7507600
2019-10-29,54.470001,54.630001,53.619999,54.0,53.0732,5680000
2019-10-30,55.25,55.950001,54.41,55.869999,54.911098,8537500
2019-10-31,55.93,56.07,54.740002,56.029999,55.068356,6621600
2019-11-01,56.209999,57.43,55.459999,55.82,54.861961,10202900
2019-11-04,55.560001,56.009998,54.169998,55.709999,54.753849,10345300
2019-11-05,55.799999,56.27,55.009998,55.540001,54.586765,5036300
2019-11-06,55.779999,56.59,55.470001,56.360001,55.392696,6239400
2019-11-07,56.75,56.82,54.349998,54.549999,53.613758,12512300
2019-11-08,53.5,54.84,52.650002,54.299999,53.36805,15898300
2019-11-11,53.849998,53.93,52.240002,52.52,51.618603,6826300
2019-11-12,52.700001,53.049999,51.689999,51.950001,51.05838,12564600
2019-11-13,51.599998,52.630001,51.459999,52.330002,51.431858,11542500
2019-11-14,52.32,52.98,52.099998,52.700001,51.795513,7185700
2019-11-15,53.150002,53.709999,52.700001,53.439999,52.522808,5326900
2019-11-18,53.43,53.450001,52.27,52.73,51.824997,6442300
2019-11-19,53.099998,53.380001,52.48,53.279999,52.365555,5092500
2019-11-20,53.240002,54.189999,53.150002,54.09,53.161652,7421100
2019-11-21,53.950001,54.290001,53.310001,53.689999,52.768517,3960300
2019-11-22,53.77,53.900002,52.59,53.040001,52.129673,4583000
2019-11-25,53.23,53.759998,53.02,53.73,52.807831,4125800
2019-11-26,53.93,54.23,53.560001,54.169998,53.24028,4226700
2019-11-27,54.330002,54.560001,53.900002,54.48,53.544956,3635800
2019-11-29,54.130001,55.18,54.009998,54.830002,53.888954,2393300
2019-12-02,54.93,54.98,53.360001,54.23,53.299252,4635900
2019-12-03,53.610001,54.610001,53.52,54.59,53.653072,5346500
2019-12-04,54.75,54.869999,53.759998,53.880001,52.955257,4752200
2019-12-05,54.09,55.040001,53.740002,54.990002,54.046207,5272400
2019-12-06,55.119999,55.419998,54.799999,55.209999,54.262428,5051500
2019-12-09,55.119999,55.400002,54.369999,54.389999,53.456505,4545500
2019-12-10,54.459999,55.990002,54.099998,55.939999,54.979897,4686000
2019-12-11,55.939999,56.98,55.939999,56.48,55.510632,5575400
2019-12-12,56.599998,58.810001,56.48,58.560001,57.554939,9011900
2019-12-13,58.5,58.740002,57.790001,58.650002,57.643391,5756500
2019-12-16,59.23,59.34,58.57,58.610001,57.604076,4575300
2019-12-17,58.700001,58.740002,58.099998,58.259998,57.260082,4387600
2019-12-18,58.34,59.119999,57.959999,59.02,58.007042,6679400
2019-12-19,58.709999,59.23,58.529999,59.130001,58.115154,4382200
2019-12-20,59.400002,59.709999,58.790001,59.220001,58.203606,8964500
2019-12-23,59.599998,59.75,58.830002,58.889999,57.879272,4395800
2019-12-24,58.779999,59.029999,58.52,58.810001,57.800644,1562900
2019-12-26,58.810001,59.27,58.709999,58.889999,57.879272,2325500
2019-12-27,59.209999,59.59,58.779999,59.189999,58.174118,3386200
2019-12-30,59.349998,59.549999,58.619999,58.880001,57.869442,3028500
2019-12-31,58.720001,59.470001,58.650002,59.419998,58.400173,3437800
2020-01-02,59.91,60.049999,58.560001,58.650002,57.643391,5189400
2020-01-03,58.029999,58.93,57.650002,58.669998,57.663044,4466300
2020-01-06,58.470001,59.869999,58.439999,59.740002,58.714684,4910800
2020-01-07,59.689999,60.41,59.209999,60.34,59.304386,4920300
2020-01-08,60.0,60.889999,59.849998,59.880001,58.85228,5021500
2020-01-09,60.240002,60.43,58.860001,59.34,58.321545,7766600
2020-01-10,59.759998,59.759998,58.73,58.950001,57.93824,4424300
2020-01-13,59.119999,59.580002,58.82,59.240002,58.223267,4529600
2020-01-14,59.580002,60.580002,58.91,60.049999,59.01936,7310500
2020-01-15,60.049999,60.450001,59.279999,59.639999,58.616398,5703200
2020-01-16,60.0,60.450001,59.720001,60.43,59.392838,7185600
2020-01-17,60.610001,61.279999,60.439999,61.240002,60.188938,8752800
2020-01-21,61.0,61.639999,60.810001,61.419998,60.365849,6914100
2020-01-22,61.650002,61.900002,60.240002,60.32,59.284729,6110200
2020-01-23,60.32,60.549999,60.060001,60.130001,59.097984,5297200
2020-01-24,60.220001,60.349998,58.950001,59.400002,58.38052,7688800
2020-01-27,58.189999,58.689999,57.779999,58.32,57.319057,6420000
2020-01-28,58.790001,60.369999,58.610001,60.029999,58.999706,5644300
2020-01-29,60.490002,60.57,59.900002,60.400002,59.363354,4338900
2020-01-30,59.919998,60.900002,59.919998,60.889999,59.844944,5287100
2020-01-31,60.200001,60.299999,58.349998,58.48,57.476307,8184200
2020-02-03,58.639999,58.900002,58.09,58.209999,57.210941,4825200
2020-02-04,58.860001,59.380001,57.369999,59.209999,58.193779,6653700
2020-02-05,60.139999,60.139999,58.439999,58.849998,57.839954,5985900
2020-02-06,59.189999,60.639999,59.0,60.259998,59.225754,9591500
2020-02-07,61.330002,62.84,60.380001,61.529999,60.473957,12936000
2020-02-10,61.419998,61.950001,60.77,61.630001,60.572247,5279300
2020-02-11,61.93,61.93,60.580002,61.189999,60.13979,5350300
2020-02-12,61.5,63.119999,61.439999,62.799999,61.722164,5244200
2020-02-13,62.25,62.939999,62.0,62.59,61.515766,3642400
2020-02-14,62.689999,63.540001,62.310001,63.52,62.429806,4242400
2020-02-18,63.360001,64.120003,63.259998,63.740002,62.646027,5317900
2020-02-19,64.0,64.43,63.790001,64.370003,63.265217,4865900
2020-02-20,64.019997,64.529999,62.93,64.0,62.901569,4219700
2020-02-21,63.82,63.93,63.07,63.380001,62.292206,3476700
2020-02-24,61.209999,63.200001,61.009998,62.310001,61.240578,6102000
2020-02-25,61.799999,62.02,59.310001,59.509998,58.488628,10451800
2020-02-26,59.740002,60.5,58.959999,59.369999,58.351028,8272700
2020-02-27,57.799999,60.290001,57.52,58.330002,57.328884,9014200
2020-02-28,56.290001,58.18,55.919998,58.130001,57.132317,10456000
2020-03-02,58.299999,60.650002,57.91,60.59,59.550091,9483100
2020-03-03,60.560001,61.82,58.139999,58.75,57.741676,9825900
2020-03-04,60.0,62.59,59.59,62.549999,61.476456,7306400
2020-03-05,60.779999,62.299999,60.34,61.52,60.464134,6978500
2020-03-06,59.650002,60.880001,58.360001,59.970001,58.940739,9745200
2020-03-09,56.599998,59.119999,55.400002,57.349998,56.3657,13169500
2020-03-10,59.450001,61.119999,57.93,60.709999,59.668034,15378100
2020-03-11,58.75,60.459999,58.400002,59.330002,58.311722,10530100
2020-03-12,55.099998,57.490002,52.830002,54.560001,53.623589,11644200
2020-03-13,57.0,59.049999,53.099998,59.040001,58.026695,9943000
2020-03-16,53.110001,57.07,52.48,52.759998,51.854481,10456800
2020-03-17,53.66,57.0,50.509998,56.16,55.196125,10799600
2020-03-18,53.0,58.220001,52.049999,55.59,54.635906,14550100
2020-03-19,55.619999,58.16,53.720001,54.130001,53.200966,10151200
2020-03-20,55.25,55.599998,51.380001,52.049999,51.156666,12916100
2020-03-23,52.810001,57.66,52.330002,56.470001,55.500805,19601600
2020-03-24,58.34,61.25,53.82,54.43,53.495815,14885500
2020-03-25,55.009998,55.709999,52.52,52.869999,51.962589,11194700
2020-03-26,53.060001,57.779999,53.060001,57.720001,56.729355,9991800
2020-03-27,56.549999,58.630001,55.759998,56.959999,55.982395,8513700
2020-03-30,58.34,59.75,57.509998,58.470001,57.466476,9311300
2020-03-31,58.040001,60.099998,57.830002,59.48,58.459141,10128800
2020-04-01,58.0,59.610001,57.060001,57.5,56.51313,7315500
2020-04-02,58.27,61.09,58.009998,60.779999,59.736828,8032900
2020-04-03,61.259998,61.720001,58.77,59.98,58.950565,7150300
2020-04-06,61.130001,62.400002,60.099998,61.599998,60.542759,10077400
2020-04-07,62.529999,62.549999,58.119999,59.869999,58.842449,14929000
2020-04-08,60.360001,61.5,59.91,61.07,60.021854,7420300
2020-04-09,61.279999,61.799999,59.549999,60.459999,59.422325,8404800
2020-04-13,60.32,63.0,60.02,62.75,61.673023,8054700
2020-04-14,63.98,64.0,62.720001,63.279999,62.602962,7156400
2020-04-15,62.630001,66.059998,62.25,65.709999,65.006966,9411300
2020-04-16,66.449997,68.32,65.550003,68.050003,67.32193,11276000
2020-04-17,66.5,67.0,64.889999,66.879997,66.164444,10942300
2020-04-20,66.620003,67.150002,65.959999,66.5,65.788513,5110200
2020-04-21,66.239998,67.040001,64.970001,65.720001,65.016861,7782700
2020-04-22,66.699997,67.120003,64.730003,66.980003,66.263382,6687200
2020-04-23,66.980003,67.580002,65.82,65.879997,65.175148,5900200
2020-04-24,66.07,66.879997,65.800003,66.650002,65.936905,7314300
2020-04-27,67.400002,67.769997,66.510002,67.059998,66.342514,6135300
2020-04-28,67.0,67.330002,63.720001,63.860001,63.176762,7912200
2020-04-29,64.150002,65.199997,62.34,64.790001,64.096809,8572600
2020-04-30,64.82,65.459999,63.41,63.73,63.048149,9895100
2020-05-01,63.139999,64.940002,62.849998,64.720001,64.027557,5103500
2020-05-04,65.330002,66.889999,65.230003,66.699997,65.986374,7778100
2020-05-05,67.669998,69.629997,66.970001,68.529999,67.796791,15461900
2020-05-06,74.0,74.800003,71.029999,72.870003,72.090363,21709500
2020-05-07,72.309998,73.650002,71.120003,73.099998,72.317902,8649600
2020-05-08,73.18,74.0,72.510002,73.139999,72.357468,6087000
2020-05-11,73.059998,75.970001,72.599998,75.459999,74.652649,9285200
2020-05-12,75.269997,75.489998,71.949997,72.25,71.47699,8921000
2020-05-13,72.510002,75.010002,71.970001,73.669998,72.881805,8807700
2020-05-14,73.120003,73.900002,71.610001,72.959999,72.179398,6749100
2020-05-15,72.620003,74.0,72.290001,73.919998,73.129128,5854200
2020-05-18,73.860001,74.68,72.449997,72.879997,72.10025,8492000
2020-05-19,72.900002,74.440002,72.720001,73.029999,72.24865,5509700
2020-05-20,73.540001,74.540001,73.239998,73.779999,72.990623,6231100
2020-05-21,74.360001,74.489998,72.440002,72.470001,71.694641,9522900
2020-05-22,73.010002,73.160004,72.199997,73.080002,72.298111,5161400
2020-05-26,73.370003,73.489998,69.610001,70.0,69.251068,11628600
2020-05-27,69.290001,70.339996,66.589996,70.150002,69.399467,13218600
2020-05-28,70.0,71.730003,69.400002,70.220001,69.468719,7899000
2020-05-29,70.660004,72.209999,69.82,71.980003,71.209885,11408600
2020-06-01,72.190002,73.580002,71.720001,72.989998,72.209076,4930700
2020-06-02,72.779999,73.040001,71.089996,72.980003,72.199181,6518500
2020-06-03,72.389999,72.629997,69.669998,69.919998,69.171921,10519800
2020-06-04,69.5,71.099998,69.099998,69.809998,69.063103,7630000
2020-06-05,67.989998,69.589996,67.400002,69.43,68.687172,8620300
2020-06-08,68.489998,70.769997,68.330002,70.730003,69.973259,6941400
2020-06-09,71.279999,72.160004,70.230003,72.0,71.229668,6245200
2020-06-10,72.379997,74.239998,72.309998,73.82,73.030197,9106800
2020-06-11,72.870003,74.349998,71.019997,71.279999,70.517372,7808000
2020-06-12,71.5,73.209999,70.25,71.68,70.913086,5921400
2020-06-15,71.480003,73.550003,71.269997,73.190002,72.406937,6492100
2020-06-16,74.0,74.190002,72.230003,73.0,72.218971,6359000
2020-06-17,73.690002,76.480003,73.309998,75.529999,74.721901,12763600
2020-06-18,75.989998,76.370003,74.889999,76.010002,75.19677,7270400
2020-06-19,76.18,76.75,75.089996,76.580002,75.760674,10388500
2020-06-22,76.669998,77.199997,75.870003,76.120003,75.305588,5243100
2020-06-23,76.730003,77.629997,76.220001,76.449997,75.632057,4472200
2020-06-24,76.459999,77.169998,74.43,75.580002,74.771362,7744700
2020-06-25,76.610001,76.769997,74.459999,76.209999,75.394623,6157300
2020-06-26,76.540001,76.839996,74.650002,76.400002,75.582588,11572500
2020-06-29,75.82,76.519997,74.93,75.5,74.692223,5099400
2020-06-30,75.690002,76.43,75.419998,75.900002,75.087944,6535400
2020-07-01,75.449997,78.230003,74.970001,78.029999,77.195152,10187400
2020-07-02,78.860001,79.110001,77.050003,77.510002,76.680717,5169300
2020-07-06,78.459999,79.440002,78.050003,78.669998,77.828308,6041800
2020-07-07,79.0,80.379997,78.389999,78.5,77.660126,6038800
2020-07-08,79.059998,79.349998,77.970001,79.279999,78.431778,4863400
2020-07-09,79.93,80.75,78.82,80.639999,79.777229,6005700
2020-07-10,80.720001,81.529999,79.629997,81.269997,80.40049,6071100
2020-07-13,82.010002,82.050003,77.519997,77.949997,77.116005,7437600
2020-07-14,76.809998,79.889999,76.209999,79.769997,78.916534,4875300
2020-07-15,78.519997,79.580002,77.459999,79.150002,78.303177,6994300
2020-07-16,78.879997,79.480003,77.870003,79.370003,78.520821,4950100
2020-07-17,79.410004,79.849998,77.949997,78.639999,77.79863,6241500
2020-07-20,79.07,81.370003,78.68,81.160004,80.291664,5556400
2020-07-21,81.650002,81.830002,79.620003,80.760002,79.89595,5495800
2020-07-22,80.970001,81.379997,80.419998,81.099998,80.232307,2937400
2020-07-23,81.489998,82.669998,79.379997,79.610001,78.758247,5963000
2020-07-24,79.32,80.75,78.120003,79.989998,79.134178,4371200
2020-07-27,80.599998,81.800003,80.589996,81.629997,80.75663,3777200
2020-07-28,81.370003,81.860001,80.589996,80.720001,79.856377,3637100
2020-07-29,81.260002,81.440002,80.620003,81.199997,80.331238,2957200
2020-07-30,80.599998,82.019997,79.910004,81.699997,80.825882,4034000
2020-07-31,82.809998,83.449997,81.760002,82.629997,81.745934,8922500
2020-08-03,84.410004,85.050003,82.870003,84.790001,83.882828,8589600
2020-08-04,86.769997,87.040001,83.949997,86.449997,85.525063,16110300
2020-08-05,84.650002,86.019997,83.349998,84.32,83.417854,12546300
2020-08-06,87.550003,87.730003,85.5,86.839996,85.910896,9586300
2020-08-07,84.43,85.400002,80.989998,82.470001,81.587654,9181900
2020-08-10,82.43,83.510002,80.839996,82.260002,81.379898,8018200
2020-08-11,81.510002,81.510002,78.699997,79.120003,78.273499,9095700
2020-08-12,79.580002,81.989998,79.580002,81.709999,80.835785,6198600
2020-08-13,82.279999,82.980003,81.199997,81.290001,80.420273,5329100
2020-08-14,81.970001,82.300003,79.980003,80.400002,79.539795,9390000
2020-08-17,80.970001,82.050003,80.169998,81.989998,81.112785,7091800
2020-08-18,82.599998,83.279999,81.589996,83.129997,82.240585,4479300
2020-08-19,82.949997,83.730003,81.730003,81.980003,81.10289,5566100
2020-08-20,82.019997,84.220001,81.860001,84.0,83.101273,5604100
2020-08-21,84.050003,84.089996,82.730003,83.209999,82.319725,5102000
2020-08-24,83.339996,83.660004,81.910004,83.099998,82.210907,4281900
2020-08-25,82.93,83.849998,82.370003,83.620003,82.725342,3659000
2020-08-26,83.830002,84.940002,83.540001,84.480003,83.576149,7046400
2020-08-27,85.0,85.0,82.779999,83.900002,83.002357,4221300
2020-08-28,83.949997,84.029999,82.309998,83.209999,82.319725,4646700
2020-08-31,82.809998,83.93,82.690002,83.519997,82.626411,6269500
2020-09-01,83.839996,84.489998,82.599998,83.330002,82.438454,5927400
2020-09-02,83.580002,84.019997,82.480003,83.449997,82.557159,7125100
2020-09-03,82.959999,83.0,79.410004,80.309998,79.45076,7988400
2020-09-04,79.099998,79.800003,75.68,79.010002,78.164673,8947300
2020-09-08,76.580002,77.489998,75.919998,76.18,75.364944,11025000
2020-09-09,77.849998,80.0,77.260002,79.589996,78.738464,6984700
2020-09-10,80.290001,81.110001,78.730003,79.089996,78.243805,8458000
2020-09-11,79.830002,80.519997,77.629997,77.970001,77.135796,6024500
2020-09-14,79.040001,79.419998,78.480003,79.120003,78.273499,6221600
2020-09-15,80.0,82.209999,79.779999,81.75,80.875351,6500800
2020-09-16,81.68,82.389999,79.830002,79.989998,79.134178,4996100
2020-09-17,78.059998,79.190002,77.709999,78.769997,77.927238,7609500
2020-09-18,79.330002,80.639999,78.080002,80.089996,79.233109,9409400
2020-09-21,79.639999,81.470001,79.160004,81.410004,80.538994,6293200
2020-09-22,82.309998,83.279999,80.760002,82.650002,81.765724,6237500
2020-09-23,82.529999,83.150002,79.889999,80.129997,79.272682,5849100
2020-09-24,79.279999,80.889999,79.25,79.690002,78.837395,5023700
2020-09-25,79.879997,81.330002,79.059998,80.980003,80.113594,4954300
2020-09-28,81.629997,82.019997,80.510002,81.949997,81.073212,3838100
2020-09-29,81.830002,82.0,80.540001,80.779999,79.915726,4828500
2020-09-30,80.610001,82.019997,80.400002,80.949997,80.083908,7455000
2020-10-01,81.720001,83.540001,81.379997,82.68,81.795403,6035900
2020-10-02,81.989998,81.989998,78.129997,78.300003,77.462265,8789500
2020-10-05,79.360001,80.169998,78.400002,79.989998,79.134178,5561100
2020-10-06,79.769997,80.639999,78.120003,78.300003,77.462265,4887000
2020-10-07,78.68,78.93,77.660004,78.470001,77.630447,5421300
2020-10-08,78.699997,78.959999,77.349998,77.800003,76.967613,5492100
2020-10-09,78.190002,78.75,77.720001,78.209999,77.373222,5433200
2020-10-12,79.279999,81.919998,78.949997,81.059998,80.192734,6724600
2020-10-13,81.440002,82.459999,80.459999,81.980003,81.10289,5270300
2020-10-14,82.510002,82.959999,81.080002,81.900002,81.02375,5515900
2020-10-15,81.019997,81.470001,80.110001,80.349998,79.490334,3863800
2020-10-16,80.949997,81.610001,80.519997,80.620003,79.757446,4683700
2020-10-19,82.279999,82.510002,79.809998,80.080002,79.223221,4463100
2020-10-20,80.5,81.129997,79.599998,80.139999,79.282578,3364600
2020-10-21,80.989998,82.589996,80.720001,81.940002,81.063316,5305100
2020-10-22,82.209999,82.209999,79.57,80.769997,79.90583,4341200
2020-10-23,81.0,81.379997,79.889999,81.040001,80.172951,4303400
2020-10-26,80.75,81.760002,79.760002,80.489998,79.62883,4235500
2020-10-27,81.0,81.489998,80.080002,80.959999,80.093803,5469700
2020-10-28,80.18,80.68,78.93,79.010002,78.164673,5910400
2020-10-29,78.959999,79.470001,77.129997,77.769997,76.937927,9877200
2020-10-30,77.449997,78.279999,74.370003,75.730003,74.919769,11977700
2020-11-02,76.550003,77.769997,75.699997,76.400002,75.582588,7306600
2020-11-03,76.580002,77.68,75.760002,76.260002,75.444092,6820400
2020-11-04,78.93,80.019997,77.669998,79.370003,78.520821,8632900
2020-11-05,80.739998,81.68,79.889999,80.139999,79.282578,6581700
2020-11-06,79.870003,80.139999,77.269997,78.809998,77.966805,7576500
2020-11-09,75.0,78.230003,71.190002,75.410004,74.603188,13716600
2020-11-10,74.800003,76.239998,73.209999,75.120003,74.316292,8658900
2020-11-11,76.349998,76.690002,75.709999,76.550003,75.730995,5511000
2020-11-12,77.120003,78.400002,76.529999,76.709999,75.889275,4881200
2020-11-13,77.5,77.699997,76.610001,77.550003,76.720291,5594600
2020-11-16,76.720001,77.5,75.57,77.440002,76.611473,7877000
2020-11-17,77.519997,78.800003,77.010002,77.110001,76.284996,6210300
2020-11-18,76.949997,77.07,75.260002,75.5,74.692223,9287200
2020-11-19,73.959999,76.699997,73.739998,75.93,75.117622,8750700
2020-11-20,75.699997,77.709999,75.5,76.809998,75.988197,6730400
2020-11-23,76.919998,77.339996,75.110001,75.919998,75.107727,6952000
2020-11-24,75.93,76.050003,74.910004,75.230003,74.42511,7252300
2020-11-25,75.93,77.139999,75.650002,76.510002,75.691422,4822900
2020-11-27,77.699997,78.209999,76.660004,78.139999,77.30397,3382500
2020-11-30,78.32,79.730003,77.779999,79.480003,78.629639,15235000
2020-12-01,79.940002,79.989998,78.629997,79.93,79.074829,5794200
2020-12-02,79.720001,80.010002,78.739998,79.150002,78.303177,4780600
2020-12-03,79.309998,79.809998,78.550003,78.790001,77.947021,4860000
2020-12-04,78.720001,80.93,78.639999,80.879997,80.014656,6414300
2020-12-07,81.400002,82.949997,81.18,82.269997,81.389786,6730800
2020-12-08,82.480003,83.639999,81.989998,83.629997,82.735237,6740000
2020-12-09,83.5,83.68,81.870003,82.580002,81.696472,11116600
2020-12-10,82.279999,83.93,81.68,83.110001,82.220802,8503300
2020-12-11,83.129997,84.040001,82.870003,83.68,82.784706,5864200
2020-12-14,84.269997,86.260002,84.080002,85.940002,85.020523,7506200
2020-12-15,86.25,86.959999,85.589996,86.919998,85.990036,5925700
2020-12-16,87.260002,88.290001,86.839996,88.220001,87.276131,6969300
2020-12-17,88.870003,89.349998,86.980003,88.459999,87.513565,6796900
2020-12-18,89.040001,90.779999,88.290001,90.370003,89.40313,14075300
2020-12-21,89.480003,90.050003,87.18,88.809998,87.859818,7304000
2020-12-22,89.440002,89.610001,88.300003,89.419998,88.463287,5084000
2020-12-23,89.949997,90.489998,88.800003,90.209999,89.244835,4728300
2020-12-24,90.300003,91.220001,90.279999,90.959999,89.986816,2269100
2020-12-28,91.760002,92.260002,90.769997,91.43,90.45179,4378300
2020-12-29,91.629997,92.110001,90.849998,91.370003,90.392433,3741400
2020-12-30,91.75,92.599998,91.43,91.580002,90.600182,2689600
2020-12-31,91.739998,92.989998,91.529999,92.849998,91.85659,4311000
2021-01-04,92.699997,92.910004,89.220001,89.900002,88.938156,7423100
2021-01-05,90.32,90.75,89.099998,90.690002,89.719704,4544100
2021-01-06,89.059998,89.900002,87.889999,88.0,87.058479,7422100
2021-01-07,88.860001,90.75,88.269997,89.669998,88.710609,6142200
2021-01-08,90.07,91.370003,89.529999,91.300003,90.323181,4408800
2021-01-11,91.300003,91.849998,90.550003,90.910004,89.937347,6685900
2021-01-12,91.0,91.190002,87.959999,89.25,88.295113,5401100
2021-01-13,89.639999,90.339996,88.440002,89.769997,88.80954,4223700
2021-01-14,90.160004,91.239998,89.650002,89.989998,89.027191,5466000
2021-01-15,89.989998,90.75,88.57,90.690002,89.719704,8461400
2021-01-19,90.919998,93.370003,90.830002,93.150002,92.153381,5711900
2021-01-20,93.959999,95.870003,93.57,95.120003,94.10231,5703200
2021-01-21,95.470001,95.699997,94.209999,94.599998,93.587868,4488800
2021-01-22,94.68,95.230003,93.82,94.43,93.419685,3755100
2021-01-25,95.529999,95.760002,92.739998,93.400002,92.400711,5373500
2021-01-26,93.349998,93.68,92.139999,92.379997,91.391617,6424300
2021-01-27,91.0,91.0,88.209999,88.669998,87.721313,12152900
2021-01-28,89.57,91.419998,89.010002,90.269997,89.304192,6685600
2021-01-29,90.0,91.330002,89.739998,91.0,90.026382,7025500
2021-02-01,91.480003,92.160004,90.860001,91.419998,90.441887,4271100
2021-02-02,92.040001,94.18,91.809998,93.980003,92.974503,5782600
2021-02-03,93.889999,94.07,92.589996,92.769997,91.777443,6666800
2021-02-04,93.349998,94.419998,92.410004,92.68,91.688408,8296500
2021-02-05,100.660004,104.230003,100.0,101.610001,100.522865,17047800
2021-02-08,102.050003,103.080002,100.389999,101.190002,100.107368,5969800
2021-02-09,101.949997,103.769997,101.059998,102.730003,101.63089,5298900
